device_id,recorded_at,hv_battery_soc,hv_battery_actual_soc,hv_battery_voltage,hv_battery_amperage,hv_battery_kw,hv_battery_capacity,hv_battery_range,hv_battery_max_range,hv_battery_temperature,lv_battery_level,lv_battery_voltage,motor_voltage,motor_amperage,motor_kw,performance_status,source_system
demo_lightning_showcase,2025-01-03T20:41:00-05:00,49.7,50.66,353.7,-0.11,-0.04,100.85,122.8,249.6,33.9,95.4,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-03T21:40:00-05:00,51.0,51.23,354.2,-21.23,-7.54,100.85,124.7,249.6,34.4,94.8,12.9,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-03T21:54:00-05:00,51.0,50.38,354.3,0.0,0.0,100.85,128.6,249.6,32.5,92.2,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-03T23:38:00-05:00,52.8,51.98,356.3,-24.8,-8.82,100.85,131.0,249.6,32.9,91.0,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-03T23:57:00-05:00,54.7,53.79,358.6,-25.29,-9.03,100.85,143.2,249.6,33.3,91.4,13.1,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T00:14:00-05:00,54.7,55.35,357.5,-0.06,-0.02,100.85,133.0,249.6,32.0,90.4,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T02:14:00-05:00,54.7,53.48,358.4,-0.03,-0.01,100.85,139.5,249.6,31.4,95.1,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T06:25:00-05:00,54.7,54.49,356.5,-0.0,-0.0,100.84,131.8,249.5,31.2,92.2,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T07:24:00-05:00,54.7,54.08,358.2,0.06,0.02,100.84,137.2,249.5,31.5,93.4,12.9,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T09:09:00-05:00,54.7,54.23,357.5,-0.06,-0.02,100.84,131.7,249.5,31.7,92.5,12.4,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T11:34:00-05:00,54.7,53.89,357.0,-0.06,-0.02,100.84,134.6,249.5,32.1,91.8,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T13:05:00-05:00,52.9,53.06,355.8,99.35,35.39,100.84,128.1,249.5,32.7,89.3,12.5,333.2,101.21,31.46,0,sample_generator
demo_lightning_showcase,2025-01-04T13:15:00-05:00,50.6,49.63,355.1,169.24,59.96,100.84,120.5,249.5,34.2,91.4,12.7,340.0,168.18,53.03,0,sample_generator
demo_lightning_showcase,2025-01-04T13:34:00-05:00,50.6,50.96,354.6,0.14,0.05,100.84,120.1,249.5,34.0,91.1,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T15:38:00-05:00,48.6,48.53,353.2,125.91,44.37,100.84,122.4,249.5,35.4,92.1,12.7,311.0,126.58,39.43,0,sample_generator
demo_lightning_showcase,2025-01-04T15:49:00-05:00,48.6,47.83,352.7,0.03,0.01,100.84,116.2,249.5,35.0,90.7,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T17:26:00-05:00,48.6,48.92,351.8,0.09,0.03,100.84,119.6,249.5,34.1,92.9,12.4,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T18:44:00-05:00,48.6,49.13,352.0,-0.09,-0.03,100.84,123.4,249.5,32.9,91.7,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T20:44:00-05:00,48.6,47.79,351.9,0.03,0.01,100.84,116.3,249.5,31.6,94.0,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-04T22:40:00-05:00,48.6,49.67,352.4,-0.14,-0.05,100.84,123.3,249.5,30.3,96.2,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T00:52:00-05:00,48.6,48.12,352.6,0.0,0.0,100.84,120.7,249.5,29.1,93.4,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T04:28:00-05:00,48.6,48.39,353.1,0.11,0.04,100.84,117.7,249.5,29.1,96.1,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T07:49:00-05:00,48.6,48.78,352.6,0.11,0.04,100.83,123.9,249.5,29.1,96.9,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T08:27:00-05:00,48.6,49.51,353.1,0.03,0.01,100.83,115.6,249.5,29.5,93.1,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T08:59:00-05:00,48.6,47.87,352.0,-0.06,-0.02,100.83,122.4,249.5,29.4,93.0,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T09:35:00-05:00,46.4,47.5,350.9,109.81,38.52,100.83,110.7,249.5,30.8,93.4,12.5,325.9,107.73,35.4,0,sample_generator
demo_lightning_showcase,2025-01-05T09:45:00-05:00,42.4,43.21,347.8,96.49,33.56,100.83,102.5,249.5,31.8,90.9,12.6,316.0,88.51,30.9,0,sample_generator
demo_lightning_showcase,2025-01-05T09:54:00-05:00,39.9,40.51,345.9,184.39,63.8,100.83,95.8,249.5,33.3,92.2,12.8,320.7,177.7,55.9,0,sample_generator
demo_lightning_showcase,2025-01-05T10:13:00-05:00,53.8,53.16,356.6,-206.54,-73.61,100.83,135.2,249.5,35.6,95.8,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T10:26:00-05:00,51.1,50.11,354.6,149.99,53.2,100.83,127.9,249.5,36.6,92.7,12.6,325.4,151.45,48.26,0,sample_generator
demo_lightning_showcase,2025-01-05T10:44:00-05:00,48.6,48.81,353.3,107.23,37.84,100.83,117.7,249.5,37.5,92.8,12.7,342.0,95.76,35.49,0,sample_generator
demo_lightning_showcase,2025-01-05T10:53:00-05:00,46.0,46.88,350.4,164.19,57.58,100.83,114.1,249.5,38.6,89.0,12.7,321.7,162.31,51.17,0,sample_generator
demo_lightning_showcase,2025-01-05T11:11:00-05:00,42.9,43.03,347.8,54.09,18.77,100.83,109.7,249.5,39.7,94.0,12.8,314.5,53.42,17.17,0,sample_generator
demo_lightning_showcase,2025-01-05T11:28:00-05:00,40.3,40.34,346.0,92.35,31.89,100.83,97.0,249.5,40.9,93.5,12.9,318.1,94.43,29.51,0,sample_generator
demo_lightning_showcase,2025-01-05T11:44:00-05:00,38.0,38.93,343.6,146.2,50.22,100.83,94.8,249.5,41.4,93.8,12.8,328.9,141.69,45.19,0,sample_generator
demo_lightning_showcase,2025-01-05T12:03:00-05:00,47.5,47.72,351.5,-129.91,-45.69,100.83,122.8,249.5,43.5,95.5,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T12:21:00-05:00,43.6,43.39,349.1,145.92,51.0,100.83,109.2,249.5,44.4,90.6,12.5,297.5,162.92,48.49,0,sample_generator
demo_lightning_showcase,2025-01-05T12:31:00-05:00,39.6,40.04,344.8,106.91,36.84,100.83,102.7,249.5,45.1,96.9,12.7,318.5,99.35,32.18,0,sample_generator
demo_lightning_showcase,2025-01-05T12:41:00-05:00,58.9,57.61,361.0,-293.92,-106.4,100.83,145.8,249.5,46.8,87.9,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T13:00:00-05:00,56.5,56.21,360.0,171.34,61.58,100.83,147.0,249.5,48.2,95.7,12.7,313.3,167.62,53.67,0,sample_generator
demo_lightning_showcase,2025-01-05T13:20:00-05:00,52.8,53.02,355.7,55.69,19.82,100.83,132.0,249.5,49.9,94.9,12.8,322.1,62.84,18.86,0,sample_generator
demo_lightning_showcase,2025-01-05T13:33:00-05:00,50.6,50.8,354.4,55.62,19.69,100.83,132.5,249.5,50.7,97.4,12.8,334.4,53.98,17.23,0,sample_generator
demo_lightning_showcase,2025-01-05T13:50:00-05:00,48.1,48.35,352.3,67.38,23.75,100.83,114.6,249.5,52.3,90.1,12.6,326.2,65.84,21.71,0,sample_generator
demo_lightning_showcase,2025-01-05T14:04:00-05:00,46.4,46.33,350.4,166.93,58.51,100.83,118.2,249.5,52.8,91.3,12.6,307.5,156.83,53.44,0,sample_generator
demo_lightning_showcase,2025-01-05T14:21:00-05:00,43.9,44.09,349.0,173.69,60.48,100.83,113.6,249.5,53.6,95.1,12.6,326.0,149.69,53.46,0,sample_generator
demo_lightning_showcase,2025-01-05T14:39:00-05:00,41.8,42.19,346.3,120.76,41.89,100.83,101.6,249.5,54.4,95.7,12.7,309.7,131.77,39.7,0,sample_generator
demo_lightning_showcase,2025-01-05T14:51:00-05:00,37.8,38.6,343.0,210.74,72.58,100.83,98.6,249.5,55.0,95.1,12.4,308.5,228.73,64.6,0,sample_generator
demo_lightning_showcase,2025-01-05T14:59:00-05:00,49.2,49.08,353.3,-169.19,-59.69,100.83,121.9,249.5,58.7,93.8,12.9,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T15:13:00-05:00,46.8,46.11,350.6,70.67,24.89,100.83,111.3,249.5,60.6,92.3,12.4,310.0,79.22,22.62,0,sample_generator
demo_lightning_showcase,2025-01-05T15:24:00-05:00,44.0,43.78,348.8,91.22,31.8,100.83,109.5,249.5,61.9,95.7,12.6,297.9,97.21,28.78,0,sample_generator
demo_lightning_showcase,2025-01-05T15:41:00-05:00,41.6,42.31,346.7,80.18,27.8,100.83,104.6,249.5,62.5,94.4,12.5,307.6,79.0,25.43,0,sample_generator
demo_lightning_showcase,2025-01-05T16:00:00-05:00,38.6,38.3,344.2,143.58,49.39,100.83,92.8,249.5,63.4,95.4,12.8,322.1,141.31,44.14,0,sample_generator
demo_lightning_showcase,2025-01-05T16:14:00-05:00,52.8,52.71,356.7,-228.91,-81.33,100.83,134.4,249.5,67.2,94.0,13.0,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T16:31:00-05:00,50.8,50.51,354.5,194.41,68.82,100.83,129.3,249.5,69.1,94.2,12.5,340.9,171.54,60.09,0,sample_generator
demo_lightning_showcase,2025-01-05T16:44:00-05:00,47.4,47.29,351.1,197.04,69.2,100.83,113.1,249.5,69.6,90.8,12.6,300.2,190.54,62.61,0,sample_generator
demo_lightning_showcase,2025-01-05T17:04:00-05:00,45.7,46.25,350.1,130.14,45.55,100.83,115.1,249.5,65.0,91.8,12.4,303.7,142.46,43.18,0,sample_generator
demo_lightning_showcase,2025-01-05T17:15:00-05:00,42.3,42.56,347.1,74.45,25.84,100.83,103.7,249.5,67.0,96.7,12.9,303.6,79.83,24.51,0,sample_generator
demo_lightning_showcase,2025-01-05T17:35:00-05:00,39.7,40.07,345.7,106.64,36.76,100.83,96.5,249.5,64.6,95.6,12.7,322.7,101.01,32.88,0,sample_generator
demo_lightning_showcase,2025-01-05T17:44:00-05:00,50.8,51.15,354.4,-175.17,-62.01,100.83,126.3,249.5,67.8,92.9,13.1,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T17:56:00-05:00,48.8,48.6,352.3,112.05,39.51,100.83,117.7,249.5,69.1,94.0,12.5,312.7,111.12,35.71,0,sample_generator
demo_lightning_showcase,2025-01-05T18:12:00-05:00,46.1,45.75,349.7,146.45,51.33,100.83,119.4,249.5,60.9,97.5,12.6,314.9,138.95,48.15,0,sample_generator
demo_lightning_showcase,2025-01-05T18:30:00-05:00,43.1,43.0,349.0,110.51,38.5,100.83,112.7,249.5,61.8,92.5,12.9,329.6,109.48,36.38,0,sample_generator
demo_lightning_showcase,2025-01-05T18:38:00-05:00,41.6,42.64,346.7,188.61,65.26,100.83,103.8,249.5,63.6,93.5,12.7,301.6,204.9,58.33,0,sample_generator
demo_lightning_showcase,2025-01-05T18:51:00-05:00,39.9,40.14,345.2,66.5,22.95,100.83,97.4,249.5,62.5,91.4,12.8,310.8,59.44,20.38,0,sample_generator
demo_lightning_showcase,2025-01-05T19:08:00-05:00,39.9,39.51,344.9,0.09,0.03,100.83,96.5,249.5,57.7,91.4,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T20:33:00-05:00,39.9,39.51,345.6,-0.09,-0.03,100.83,97.9,249.5,55.1,94.2,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T21:03:00-05:00,41.3,41.5,346.4,-20.69,-7.18,100.83,99.9,249.5,37.7,91.3,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T21:22:00-05:00,41.3,42.53,346.3,0.14,0.05,100.83,104.7,249.5,36.3,91.7,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T22:06:00-05:00,43.1,43.75,348.1,-27.17,-9.48,100.83,111.0,249.5,36.9,90.8,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T22:26:00-05:00,43.1,43.51,348.2,-0.03,-0.01,100.83,103.6,249.5,35.2,93.3,12.9,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T23:26:00-05:00,44.9,44.6,349.9,-24.69,-8.61,100.83,116.7,249.5,35.9,94.2,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-05T23:39:00-05:00,44.9,45.33,349.9,-0.14,-0.05,100.83,109.8,249.5,34.7,93.5,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T02:08:00-05:00,44.9,44.58,348.9,-0.03,-0.01,100.83,111.5,249.5,32.9,93.0,12.9,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T05:12:00-05:00,44.9,45.82,349.1,0.09,0.03,100.83,110.9,249.5,32.0,95.0,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T09:14:00-05:00,44.9,44.25,349.2,0.11,0.04,100.82,117.5,249.5,32.0,90.4,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T11:56:00-05:00,46.1,46.68,349.8,-18.86,-6.6,100.82,119.4,249.5,32.6,95.4,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T12:09:00-05:00,46.0,45.35,349.9,-0.03,-0.01,100.82,111.7,249.5,33.2,97.4,12.9,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T13:12:00-05:00,46.0,45.96,350.4,0.11,0.04,100.82,114.5,249.5,33.5,91.4,12.4,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T15:14:00-05:00,46.0,47.1,350.6,-0.09,-0.03,100.82,110.4,249.5,33.4,92.2,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T16:24:00-05:00,46.0,45.45,349.3,0.09,0.03,100.82,120.0,249.5,33.4,90.7,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T18:01:00-05:00,46.0,46.37,349.9,-0.09,-0.03,100.82,119.0,249.5,32.7,97.7,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T19:29:00-05:00,46.0,46.22,349.8,0.06,0.02,100.82,116.9,249.5,31.5,89.9,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-06T22:00:00-05:00,46.0,46.28,349.3,-0.06,-0.02,100.82,120.3,249.5,30.7,93.0,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T00:48:00-05:00,45.8,46.28,350.0,0.09,0.03,100.82,113.7,249.5,30.1,96.2,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T06:36:00-05:00,45.8,46.65,350.8,0.06,0.02,100.81,109.9,249.5,29.7,91.4,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T09:01:00-05:00,45.8,45.89,350.0,-0.09,-0.03,100.81,119.3,249.5,31.0,92.6,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T11:42:00-05:00,45.7,45.93,350.7,-0.03,-0.01,100.81,119.0,249.5,31.6,91.7,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T13:00:00-05:00,45.7,46.83,350.5,-0.06,-0.02,100.81,111.3,249.5,31.3,94.6,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T14:04:00-05:00,45.7,45.48,349.4,-0.09,-0.03,100.81,118.8,249.5,32.0,92.7,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T14:51:00-05:00,45.7,46.37,350.6,-0.09,-0.03,100.81,118.6,249.5,31.7,91.4,12.4,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T17:26:00-05:00,45.7,45.54,349.8,-0.11,-0.04,100.81,119.7,249.5,31.2,91.2,12.6,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T18:32:00-05:00,41.9,42.88,347.4,155.82,53.96,100.81,107.9,249.5,32.2,92.3,12.7,305.6,180.5,50.17,0,sample_generator
demo_lightning_showcase,2025-01-07T18:51:00-05:00,39.5,39.17,345.5,146.29,50.53,100.81,96.9,249.5,32.9,91.8,12.6,299.7,146.83,46.21,0,sample_generator
demo_lightning_showcase,2025-01-07T19:04:00-05:00,39.5,41.02,344.6,0.03,0.01,100.81,98.5,249.5,32.1,93.1,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T19:38:00-05:00,39.5,39.35,344.3,0.06,0.02,100.81,98.9,249.5,31.1,94.9,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T22:13:00-05:00,40.8,40.66,345.9,-22.19,-7.69,100.81,101.0,249.5,31.8,98.2,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T22:32:00-05:00,42.4,42.06,347.0,-23.08,-8.02,100.81,105.9,249.5,32.6,95.8,13.1,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T22:50:00-05:00,42.4,42.72,347.4,0.12,0.04,100.81,102.3,249.5,30.9,93.3,12.4,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T23:30:00-05:00,44.3,45.09,348.2,-26.28,-9.15,100.81,112.2,249.5,31.6,94.4,12.7,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-07T23:46:00-05:00,44.3,44.49,348.9,-0.0,-0.0,100.81,106.8,249.5,30.6,93.9,12.8,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-08T02:15:00-05:00,44.3,45.3,349.3,0.11,0.04,100.81,115.2,249.5,29.1,94.0,12.5,0.0,0.0,0.0,0,sample_generator
demo_lightning_showcase,2025-01-08T07:47:00-05:00,40.9,42.29,346.2,182.81,63.18,100.8,104.1,249.4,31.0,91.9,12.5,306.8,188.32,54.95,0,sample_generator
demo_lightning_showcase,2025-01-08T08:04:00-05:00,40.7,41.92,346.1,0.03,0.01,100.8,101.3,249.4,31.3,91.2,12.8,0.0,0.0,0.0,0,sample_generator
